iter	Logloss
145	0.4779460515
146	0.4769056114
147	0.4757979605
148	0.4743677176
149	0.4728685014
150	0.4716935769
151	0.470641942
152	0.4694469362
153	0.4682175935
154	0.4670735009
155	0.4658930325
156	0.4645222967
157	0.4634200304
158	0.4622663887
159	0.4613467819
160	0.460376402
161	0.4590944632
162	0.458255846
163	0.4572689742
164	0.4562708209
165	0.4551677092
166	0.4541968316
167	0.4531962469
168	0.4521557031
169	0.4512738585
170	0.4503833195
171	0.4494898118
172	0.4484344504
173	0.4472958771
174	0.4465174404
175	0.4452698378
176	0.4446428457
177	0.4438238856
178	0.4427423539
179	0.4417880479
180	0.4407709311
181	0.4400601503
182	0.4389891021
183	0.4377983669
184	0.436718107
185	0.4357275529
186	0.4350320488
187	0.4342044035
188	0.4333016145
189	0.4324688757
190	0.4317771878
191	0.4310433454
192	0.4300597457
193	0.428885802
194	0.4277178289
195	0.4263817173
196	0.4256001873
197	0.4246120685
198	0.4235850712
199	0.422752135
200	0.4219837351
201	0.42082281
202	0.4200566357
203	0.4192235261
204	0.4184640228
205	0.4177698849
206	0.4168617269
207	0.4161601957
208	0.4150988096
209	0.4142756632
210	0.4133172716
211	0.4125471262
212	0.4114583893
213	0.410660102
214	0.4097880806
215	0.4089747218
216	0.4079584085
217	0.4069037383
218	0.4059072686
219	0.4052867224
220	0.4044071691
221	0.403605794
222	0.4027949045
223	0.4021942925
224	0.4015131213
225	0.4005267976
226	0.3994850183
227	0.3985924876
228	0.3977345546
229	0.3969513139
230	0.3959882058
231	0.3950506031
232	0.3942175128
233	0.3934584655
234	0.3925681486
235	0.3918258625
236	0.3908089144
237	0.3897738093
238	0.3888296779
239	0.3882297239
240	0.3872820936
241	0.3865802551
242	0.3857399109
243	0.3848053426
244	0.3838310033
245	0.3829434274
246	0.3819221607
247	0.3810849987
248	0.3804394154
249	0.3795810814
250	0.3788303857
251	0.3780084392
252	0.3773307096
253	0.3766769581
254	0.3760671848
255	0.3754538011
256	0.374703816
257	0.3737139934
258	0.3727385889
259	0.3719586482
260	0.3711873123
261	0.3704365383
262	0.3694118873
263	0.3684180154
264	0.367936259
265	0.3673117006
266	0.3664027089
267	0.3657848092
268	0.3650809805
269	0.3644316243
270	0.3638027906
271	0.3631495028
272	0.3622388739
273	0.3615237521
274	0.3607655137
275	0.3601164508
276	0.3593394516
277	0.358551777
278	0.3578291868
279	0.3571504463
280	0.3565469268
281	0.3558180448
282	0.3552554397
283	0.3546492821
284	0.3538531483
285	0.3529125437
286	0.3520568702
287	0.3512277309
288	0.3504578572
289	0.3496479113
290	0.349099924
291	0.348378923
292	0.3477542571
293	0.3470546417
294	0.346241581
295	0.3455862697
296	0.3447252287
297	0.3440853326
298	0.3434664986
299	0.342850086
300	0.342017221
301	0.3412352661
302	0.3404559067
303	0.3397238433
304	0.3390495274
305	0.3383454247
306	0.3377148277
307	0.336798325
308	0.3362404007
309	0.3354427652
310	0.3347330775
311	0.3341175488
312	0.3331872612
313	0.332421028
314	0.3319352176
315	0.3314923706
316	0.3308189031
317	0.3301059325
318	0.3294851648
319	0.3287473112
320	0.3279596915
321	0.327331046
322	0.3266643711
323	0.3259617245
324	0.3254685797
325	0.3248955871
326	0.3240669316
327	0.3233686004
328	0.3226459947
329	0.3218266399
330	0.3211500126
331	0.3205465396
332	0.3201631044
333	0.3196587555
334	0.319091944
335	0.3183459144
336	0.3178742358
337	0.317282117
338	0.316694399
339	0.3161891018
340	0.3154304724
341	0.3148628798
342	0.3142578888
343	0.3134545668
344	0.3128119808
345	0.3123276698
346	0.3115740922
347	0.3110163042
348	0.3103031299
349	0.3096095749
350	0.3088375222
351	0.3081136973
352	0.307548485
353	0.3071399385
354	0.3065724861
355	0.3059291514
356	0.3053434406
357	0.3044529611
358	0.3039114599
359	0.3032355448
360	0.3026821164
361	0.3022629069
362	0.3017054765
363	0.3013323406
364	0.3008020807
365	0.3001597531
366	0.2995707091
367	0.2990653995
368	0.2984137272
369	0.297746632
370	0.2970982171
371	0.2964440197
372	0.2958819913
373	0.2952987049
374	0.2946982585
375	0.2943186249
376	0.2938951053
377	0.2933596388
378	0.2929345478
379	0.2924531543
380	0.2917614897
381	0.2911665192
382	0.2905004969
383	0.2897504955
384	0.2892232684
385	0.2886486456
386	0.2880986666
387	0.2876750974
388	0.2871008306
389	0.2866094685
390	0.2861114013
391	0.2855932898
392	0.2850219863
393	0.2845579107
394	0.2839103813
395	0.2831650554
396	0.282589561
397	0.2821445434
398	0.2817382843
399	0.281252765
400	0.2806513805
401	0.280113502
402	0.2793024221
403	0.2787606143
404	0.2782834211
405	0.2777780604
406	0.2772355234
407	0.2765756644
408	0.2759989454
409	0.2755624427
410	0.2751543383
411	0.2746566054
412	0.274243457
413	0.273785667
414	0.2733647049
415	0.2730302068
416	0.2725290726
417	0.2721115273
418	0.2716920082
419	0.2712615961
420	0.2710534381
421	0.2705083575
422	0.2700410508
423	0.2696998955
424	0.2692397895
425	0.2688754178
426	0.2684136273
427	0.2680016663
428	0.2675666081
429	0.2669657871
430	0.2664782815
431	0.2659770544
432	0.2654268664
433	0.2648512899
434	0.264334931
435	0.2638187099
436	0.2633827708
437	0.2628013917
438	0.2623693246
439	0.2618200717
440	0.2613657295
441	0.2610894364
442	0.2606522836
443	0.2601878225
444	0.2597989525
445	0.259357536
446	0.2589898001
447	0.2584399805
448	0.2579911251
449	0.2575449433
450	0.2570002915
451	0.2566262499
452	0.256256938
453	0.2558589384
454	0.2554850191
455	0.2548845883
456	0.2545192366
457	0.2540745518
458	0.2536464403
459	0.2531438462
460	0.2527426125
461	0.2522452605
462	0.2518239981
463	0.2513279296
464	0.2509034531
465	0.2504452173
466	0.2501218149
467	0.2496845614
468	0.2492557733
469	0.2486303131
470	0.2481684096
471	0.2476622083
472	0.2471278256
473	0.2467145548
474	0.2463487309
475	0.2459131866
476	0.2455279409
477	0.2450236438
478	0.244507675
479	0.2442420071
480	0.2436368264
481	0.2432718138
482	0.2429062283
483	0.2427277488
484	0.2423723812
485	0.241688267
486	0.2413243768
487	0.2409614557
488	0.2405283188
489	0.2400832068
490	0.2395026746
491	0.2390398855
492	0.2386139724
493	0.2382110806
494	0.2376775416
495	0.2370278433
496	0.2365036584
497	0.2360926743
498	0.2356518228
499	0.2352191937
500	0.2348513541
501	0.2345253059
502	0.234141983
503	0.2337959509
504	0.2333779242
505	0.2330015433
506	0.2328008382
507	0.2323502798
508	0.2318698756
509	0.2314603499
510	0.2311443416
511	0.2307666587
512	0.2301799972
513	0.2298108215
514	0.2293387172
515	0.2288975963
516	0.2286800951
517	0.2281674379
518	0.2277118958
519	0.2273268127
520	0.2270571566
521	0.2267008989
522	0.2263532939
523	0.2259632303
524	0.2255243884
525	0.2251789601
526	0.2248443675
527	0.2243289591
528	0.2240400887
529	0.2237586495
530	0.2233515219
531	0.2230486761
532	0.2226467164
533	0.2223738571
534	0.2219561369
535	0.2216770943
536	0.2212824171
537	0.2208013519
538	0.2202619376
539	0.2199095054
540	0.2196157428
541	0.2192443795
542	0.2188698843
543	0.2185186442
544	0.2182130442
545	0.2179270874
546	0.2176002976
547	0.2172865821
548	0.2169786227
549	0.216594179
550	0.2162923348
551	0.2160133712
552	0.2155781288
553	0.2153095549
554	0.2148856699
555	0.2144864689
556	0.214104753
557	0.213733444
558	0.2133049562
559	0.2129539545
560	0.2125705481
561	0.2121802073
562	0.2117664984
563	0.2114098475
564	0.211164877
565	0.2107712371
566	0.2104767561
567	0.2101735883
568	0.2098370821
569	0.2094641165
570	0.2090721486
571	0.2087925378
572	0.2084956432
573	0.2082113585
574	0.2077786752
575	0.2073613436
576	0.2069730852
577	0.2066734952
578	0.2063784429
579	0.206105884
580	0.2057087592
581	0.2054484216
582	0.2050223258
583	0.2047186595
584	0.2044186097
585	0.2040543696
586	0.2036543295
587	0.2033357744
588	0.2032033731
589	0.2027366192
590	0.2024602813
591	0.2021556922
592	0.2018780492
593	0.2015541668
594	0.2011261451
595	0.2008884603
596	0.2005137453
597	0.2001629696
598	0.1998138242
599	0.1995141831
600	0.1991821822
601	0.1988282297
602	0.1984958076
603	0.1980878099
604	0.1976929067
605	0.1971981618
606	0.1969103689
607	0.19653111
608	0.1962960835
609	0.1960707469
610	0.1958274083
611	0.1956259353
612	0.1953444109
613	0.1949537203
614	0.1946476961
615	0.1944116013
616	0.1941429284
617	0.1939008081
618	0.1936268388
619	0.1932205302
620	0.192864723
621	0.1926615873
622	0.1923579488
623	0.1920782281
624	0.1918203753
625	0.1915752919
626	0.1912993688
627	0.1910290408
628	0.1907744408
629	0.1905395721
630	0.1902377698
631	0.1899036618
632	0.1896616809
633	0.1893583892
634	0.1891175927
635	0.1887348906
636	0.1885049235
637	0.1883387457
638	0.1881143474
639	0.1878070661
640	0.1875710782
641	0.1873202123
642	0.1871215616
643	0.1868165329
644	0.1864497785
645	0.1862087528
646	0.1859801017
647	0.1856954717
648	0.1853701016
649	0.1851078102
650	0.184801834
651	0.1843890045
652	0.1841214942
653	0.1837569754
654	0.1834611273
655	0.1832172437
656	0.1829438674
657	0.1826990193
658	0.1823712696
659	0.1820447925
660	0.1817974688
661	0.1814214347
662	0.1811782261
663	0.1808626481
664	0.1806803168
665	0.1803525702
666	0.1800298087
667	0.1798641542
668	0.1795828869
669	0.1793591496
670	0.1790104888
671	0.1787199695
672	0.1785351348
673	0.1782756115
674	0.1779616932
675	0.1775948831
676	0.1772630942
677	0.176960716
678	0.1766768787
679	0.1764667297
680	0.1761468897
681	0.1759061241
682	0.1756536248
683	0.1753472817
684	0.1750904647
685	0.1748098956
686	0.1745228705
687	0.1741891914
688	0.1739867508
689	0.1737393327
690	0.1735179471
691	0.1733472626
692	0.1730885722
693	0.1727629915
694	0.1725182998
695	0.1722015839
696	0.1719114006
697	0.1716892564
698	0.1713947677
699	0.1711714562
700	0.1708549927
701	0.1706202975
702	0.1704291012
703	0.1701806877
704	0.1699275661
705	0.1697836124
706	0.1695073518
707	0.1692553046
708	0.1690178815
709	0.1688113677
710	0.1686005112
711	0.1684454525
712	0.1682531942
713	0.168026678
714	0.1677908092
715	0.1675366426
716	0.1673032959
717	0.1670397985
718	0.166795116
719	0.1665812824
720	0.1663400988
721	0.1660913771
722	0.1657405349
723	0.1655333429
724	0.1653220623
725	0.1651039015
726	0.1649651729
727	0.1646957397
728	0.1643846933
729	0.1642717959
730	0.1639885252
731	0.1637969311
732	0.1635984136
733	0.1633995926
734	0.1631665152
735	0.1629065136
736	0.1626544463
737	0.1624090114
738	0.1621497328
739	0.1619319018
740	0.1616167666
741	0.1614235748
742	0.1612168086
743	0.1610413124
744	0.1607959843
745	0.1605797913
746	0.1603837865
747	0.1601542668
748	0.1600088671
749	0.1597540549
750	0.1595175916
751	0.1592977341
752	0.1590331839
753	0.1588289196
754	0.158530596
755	0.1583660702
756	0.1581734156
757	0.1579903643
758	0.1577144846
759	0.1574894592
760	0.1572332645
761	0.1570027664
762	0.1568362326
763	0.1566414725
764	0.1564005133
765	0.1561909357
766	0.1559847206
767	0.1557736722
768	0.1555428025
769	0.1553528262
770	0.1551630218
771	0.1549020603
772	0.1546236385
773	0.1544060785
774	0.1541941955
775	0.1539385334
776	0.1537343357
777	0.15352545
778	0.1533350387
779	0.1530564776
780	0.1527903374
781	0.1526261924
782	0.1523784817
783	0.1521432632
784	0.1518640379
785	0.1516130807
786	0.151467441
787	0.1511329381
788	0.1509353418
789	0.1507212481
790	0.1504517592
791	0.1502748712
792	0.1500358752
793	0.1498518625
794	0.1496119778
795	0.1493722495
796	0.1491255358
797	0.1489084603
798	0.1487944869
799	0.1486157922
800	0.1483424902
801	0.1481687264
802	0.1479207092
803	0.1477233048
804	0.1475591071
805	0.147350124
806	0.1471242409
807	0.1469017685
808	0.1467918808
809	0.1466021708
810	0.1463829449
811	0.1461408649
812	0.1459333061
813	0.1457508524
814	0.1455112603
815	0.1453126994
816	0.1451644371
817	0.1449684338
818	0.1448030534
819	0.1446256297
820	0.1444806743
821	0.1442756993
822	0.1440484477
823	0.143832247
824	0.1436487994
825	0.1434799231
826	0.1432326614
827	0.1430553028
828	0.1428967559
829	0.1426507327
830	0.1424439573
831	0.1422778894
832	0.1420971047
833	0.1418933667
834	0.1416964314
835	0.141525685
836	0.1412787174
837	0.1410970657
838	0.1409538381
839	0.1407809319
840	0.1405907931
841	0.140366144
842	0.140108398
843	0.1398611471
844	0.139715543
845	0.1395629226
846	0.1394131571
847	0.1391881875
848	0.1390123305
849	0.138763019
850	0.1385950748
851	0.1384162315
852	0.1382112472
853	0.1379825666
854	0.1378371623
855	0.1376304936
856	0.1374831819
857	0.1373212214
858	0.1371429942
859	0.1369692319
860	0.1367610043
861	0.1366018072
862	0.13628402
863	0.1361475115
864	0.1360080134
865	0.1358711967
866	0.1357326895
867	0.1355629416
868	0.1353599065
869	0.1352549064
870	0.1351054303
871	0.1349332085
872	0.1347215919
873	0.1345721065
874	0.1343987267
875	0.1342008408
876	0.1340125861
877	0.1339289352
878	0.1337547163
879	0.1336101959
880	0.1333815014
881	0.1331810394
882	0.1329797831
883	0.1327580539
884	0.1326156917
885	0.1325139566
886	0.1323623982
887	0.1321810917
888	0.1320578711
889	0.1318795882
890	0.1317032777
891	0.1315007953
892	0.1313383657
893	0.1311510337
894	0.1310189312
895	0.1308647162
896	0.1306949002
897	0.1305421931
898	0.1303141225
899	0.1300999065
900	0.1299241503
901	0.1297216864
902	0.1294928139
903	0.1293329093
904	0.1291675088
905	0.1289574713
906	0.1287357916
907	0.1285527635
908	0.1284239339
909	0.1282501948
910	0.1281338218
911	0.1279262614
912	0.1277641259
913	0.1275368681
914	0.1272868584
915	0.1271435874
916	0.1269391914
917	0.1267685023
918	0.1265486587
919	0.1264254211
920	0.126277744
921	0.1261143251
922	0.1259311376
923	0.1256702086
924	0.125475049
925	0.1253220091
926	0.1252005921
927	0.1250131858
928	0.1249017994
929	0.1247821675
930	0.1246412373
931	0.1245104167
932	0.1242857351
933	0.1241382546
934	0.1239643159
935	0.1237213256
936	0.1235853341
937	0.1234271449
938	0.12322929
939	0.1230977882
940	0.1229957172
941	0.1227952567
942	0.1226633183
943	0.1224465246
944	0.1222247923
945	0.1220858314
946	0.1219582341
947	0.1217953756
948	0.1216314334
949	0.1215351216
950	0.1213523877
951	0.1211655914
952	0.1210551324
953	0.1209354586
954	0.1207454669
955	0.1206423803
956	0.1205071412
957	0.1203662018
958	0.1201681007
959	0.1200108157
960	0.1199021154
961	0.1197619469
962	0.119564109
963	0.119456929
964	0.1193592889
965	0.1192046203
966	0.1190233416
967	0.1189096562
968	0.1187778665
969	0.1186261549
970	0.118496449
971	0.1183701088
972	0.1181714752
973	0.1180141437
974	0.117914367
975	0.1177513042
976	0.1176323984
977	0.1174592136
978	0.1173325576
979	0.1172207702
980	0.1170121571
981	0.1168857271
982	0.1166837339
983	0.1165283965
984	0.1164121566
985	0.1162743599
986	0.1161472643
987	0.115918723
988	0.1157854532
989	0.1156638907
990	0.1155264656
991	0.1153659387
992	0.1152042228
993	0.1150648129
994	0.1148394424
995	0.114685362
996	0.1145835325
997	0.1144248789
998	0.1142856177
999	0.1141203812
